Key,Summary,Status,Affected Versions
HIVE-14229,the jars in hive.aux.jar.paths are not added to session classpath ,Closed,2.0.0
HIVE-14223,beeline should look for jdbc standalone jar in dist/jdbc dir instead of dist/lib,Closed,"2.0.1, 2.1.1, 2.2.0"
HIVE-14222,PTF: Operator initialization does not clean state,Closed,"1.2.1, 2.2.0"
HIVE-14215,Displaying inconsistent CPU usage data with MR execution engine,Closed,2.2.0
HIVE-14210,ExecDriver should call jobclient.close() to trigger cleanup,Closed,"1.2.1, 2.0.0, 2.1.0"
HIVE-14197,LLAP service driver precondition failure should include the values,Closed,"2.1.0, 2.2.0"
HIVE-14195,HiveMetaStoreClient getFunction() does not throw NoSuchObjectException,Closed,2.2.0
HIVE-14192,False positive error due to thrift,Closed,"1.3.0, 2.1.0"
HIVE-14184,Adding test for limit pushdown in presence of grouping sets,Closed,"2.1.0, 2.2.0"
HIVE-14178,Hive::needsToCopy should reuse FileUtils::equalsFileSystem,Closed,"1.2.1, 2.1.0, 2.2.0"
HIVE-14176,CBO nesting windowing function within each other when merging Project operators,Closed,"2.1.0, 2.2.0"
HIVE-14175,Fix creating buckets without scheme information,Closed,"1.2.1, 2.1.0"
HIVE-14174,Fix creating buckets without scheme information,Resolved,"1.2.1, 2.1.0"
HIVE-14164,JDBC: Add retry in JDBC driver when reading config values from ZK,Resolved,"1.2.1, 2.0.1, 2.1.0"
HIVE-14155,Vectorization: Custom UDF Vectorization annotations are ignored,Resolved,2.2.0
HIVE-14153,Beeline: beeline history doesn't work on Hive2,Closed,"1.2.1, 2.0.0, 2.0.1, 2.1.0"
HIVE-14150,Hive does not compile against Hadoop-2.9.0-SNAPSHOT,Resolved,2.1.0
HIVE-14149,Joda Time causes an AmazonS3Exception on Hadoop3.0.0,Closed,2.1.0
HIVE-14147,Hive PPD might remove predicates when they are defined as a simple expr e.g. WHERE 'a',Closed,2.2.0
HIVE-14146,"Column comments with ""\n"" character ""corrupts"" table metadata",Resolved,2.2.0
HIVE-14144,"Permanent functions are showing up in show functions, but describe says it doesn't exist",Closed,2.1.0
HIVE-14142,java.lang.ClassNotFoundException for the jar in hive.reloadable.aux.jars.path for Hive on Spark,Resolved,2.2.0
HIVE-14141,Fix for HIVE-14062 breaks indirect urls in beeline,Resolved,2.1.0
HIVE-14135,beeline output not formatted correctly for large column widths,Resolved,2.2.0
HIVE-14133,Don't fail config validation for removed configs,Resolved,"2.0.0, 2.1.0"
HIVE-14132,Don't fail config validation for removed configs,Closed,"2.0.0, 2.1.0"
HIVE-14127,Hive on spark fails to find the plugged serde jar during runtime,Resolved,2.2.0
HIVE-14126,"With ranger enabled, partitioned columns is returned first when you execute select star",Resolved,2.1.0
HIVE-14122,VectorMapOperator: Missing update to AbstractMapOperator::numRows,Closed,"2.1.0, 2.2.0"
HIVE-14121,"Error occurs when it use the Tez, MapJoin and Vectorization.",Resolved,2.1.0
HIVE-14115,Custom FetchFormatter is not supported,Resolved,2.1.0
HIVE-14109,query execuction throws NPE when hive.exec.submitviachild is set to true,Resolved,2.2.0
HIVE-14098,"Logging task properties, and environment variables might contain passwords",Closed,2.1.0
HIVE-14092,Kryo exception when deserializing VectorFileSinkOperator,Closed,2.2.0
HIVE-14090,JDOExceptions thrown by the Metastore have their full stack trace returned to clients,Closed,"1.1.0, 2.1.0"
HIVE-14089,complex type support in LLAP IO is broken ,Closed,2.2.0
HIVE-14083,ALTER INDEX in Tez causes NullPointerException,Closed,2.2.0
HIVE-14079,"Remove file, method and line number from pattern layout",Closed,2.2.0
HIVE-14076,Vectorization is not supported for datatype:VOID error while inserting data into specific columns,Closed,2.2.0
HIVE-14074,RELOAD FUNCTION should update dropped functions,Closed,2.0.1
HIVE-14073,update config whiltelist for sql std authorization ,Closed,2.1.0
HIVE-14066,LLAP: Orc encoded data reader should support complex types,Resolved,2.2.0
HIVE-14062,Changes from HIVE-13502 overwritten by HIVE-13566,Closed,2.1.0
HIVE-14061,Add unit test for kerberos support in Hive streaming,Resolved,2.2.0
HIVE-14060,"Hive: Remove bogus ""localhost"" from Hive splits",Closed,"2.1.0, 2.2.0"
HIVE-14059,Missing license headers for two files,Closed,"2.1.0, 2.2.0"
HIVE-14054,TestHiveMetaStoreChecker fails on master ,Resolved,2.2.0
HIVE-14053,Hive should report that primary keys can't be null.,Closed,2.1.0
HIVE-14049,Password prompt in Beeline is continuously printed,Resolved,2.0.1
HIVE-14038,miscellaneous acid improvements,Closed,2.0.0
HIVE-14032,INSERT OVERWRITE command failed with case sensitive partition key names,Closed,2.0.1
HIVE-14027,NULL values produced by left outer join do not behave as NULL,Closed,"1.2.1, 2.2.0"
HIVE-14022,left semi join should throw SemanticException if where clause contains columnname from right table,Closed,2.2.0
HIVE-14019,HiveServer2: Enable Kerberos with SSL for TCP transport,Resolved,"1.2.1, 2.0.1"
HIVE-14015,SMB MapJoin failed for Hive on Spark when kerberized,Closed,"1.1.0, 2.0.0"
HIVE-14013,Describe table doesn't show unicode properly,Resolved,2.2.0
HIVE-14010,parquet-logging.properties from HIVE_CONF_DIR should be used when available,Closed,"2.1.0, 2.2.0"
HIVE-14007,Replace ORC module with ORC release,Resolved,2.2.0
HIVE-14006,Hive query with UNION ALL fails with ArrayIndexOutOfBoundsException,Closed,2.0.0
HIVE-14004,Minor compaction produces ArrayIndexOutOfBoundsException: 7 in SchemaEvolution.getFileType,Closed,"1.3.0, 2.1.0"
HIVE-14003,queries running against llap hang at times - preemption issues,Closed,2.1.0
HIVE-13997,Insert overwrite directory doesn't overwrite existing files,Closed,2.1.0
HIVE-13989,Extended ACLs are not handled according to specification,Resolved,"1.2.1, 2.0.0"
HIVE-13987,Clarify current error shown when HS2 is down,Resolved,2.0.1
HIVE-13985,ORC improvements for reducing the file system calls in task side,Closed,"1.3.0, 2.2.0"
HIVE-13974,ORC Schema Evolution doesn't support add columns to non-last STRUCT columns,Resolved,"1.3.0, 2.1.0, 2.2.0"
HIVE-13973,Extend support for other primitive types in windowing expressions,Closed,2.1.0
HIVE-13972,Resolve class dependency issue introduced by HIVE-13354,Closed,"1.3.0, 2.1.0, 2.2.0"
HIVE-13967,CREATE table fails when 'values' column name is found on the table spec.,Resolved,2.2.0
HIVE-13961,ACID: Major compaction fails to include the original bucket files if there's no delta directory,Closed,"1.3.0, 2.1.0, 2.2.0"
HIVE-13955,Include service-rpc and llap-ext-client in packaging files,Closed,2.1.0
HIVE-13954,Parquet logs should go to STDERR,Closed,2.2.0
HIVE-13945,Decimal value is displayed as rounded when selecting where clause with that decimal value.,Resolved,2.1.0
HIVE-13934,Configure Tez to make nocondiional task size memory available for the Processor,Closed,2.1.0
HIVE-13932,Hive SMB Map Join with small set of LIMIT failed with NPE,Closed,"1.0.0, 2.0.0"
HIVE-13929,org.apache.hadoop.hive.metastore.api.DataOperationType class not found error when a job is submitted by hive,Closed,"1.3.0, 2.1.0"
HIVE-13928,Hive2: float value need to be single quoted inside where clause to return rows when it doesn't have to be,Resolved,2.1.0
HIVE-13927,Adding missing header to Java files,Closed,"2.1.0, 2.2.0"
HIVE-13924,(Vectorization) Error evaluating ((bool0 and (not bool1)) or (bool1 and (not bool0))),Closed,"2.1.0, 2.2.0"
HIVE-13914,Changing a column of orc table from float to double adds some fractional digits,Resolved,2.1.0
HIVE-13912,DbTxnManager.commitTxn(): ORA-00918: column ambiguously defined,Closed,"1.3.0, 2.1.0"
HIVE-13911,load inpath fails throwing org.apache.hadoop.security.AccessControlException,Closed,2.1.0
HIVE-13904,Ignore case when retrieving ColumnInfo from RowResolver,Closed,"2.0.1, 2.1.0, 2.2.0"
HIVE-13900,HiveStatement.executeAsync() may not work properly when hive.server2.async.exec.async.compile is turned on,Resolved,2.2.0
HIVE-13889,HiveServer2 shows stack trace when parsing invalid inputs,Resolved,2.1.0
HIVE-13887,"LazySimpleSerDe should parse ""NULL"" dates faster",Resolved,2.1.0
HIVE-13883,WebHCat leaves token crc file never gets deleted,Resolved,"1.1.1, 1.2.0, 1.2.1, 2.0.1"
HIVE-13882,"When hive.server2.async.exec.async.compile is turned on, from JDBC we will get ""The query did not generate a result set"" ",Closed,2.1.0
HIVE-13878,Vectorization: Column pruning for Text vectorization,Closed,2.1.0
HIVE-13876,Vectorization: Port HIVE-11544 to LazySimpleDeserializeRead,Closed,2.1.0
HIVE-13872,Vectorization: Fix cross-product reduce sink serialization,Closed,2.1.0
HIVE-13871,Tez exec summary does not get the HIVE counters right,Resolved,2.1.0
HIVE-13867,restore HiveAuthorizer interface changes,Closed,2.1.0
HIVE-13863,Improve AnnotateWithStatistics with support for cartesian product,Closed,2.1.0
HIVE-13861,Fix up nullability issue that might be created by pull up constants rules,Closed,2.1.0
HIVE-13859,mask() UDF not retaining day and month field values,Closed,2.1.0
HIVE-13858,LLAP: A preempted task can end up waiting on completeInitialization if some part of the executing code suppressed the interrupt,Closed,2.0.0
HIVE-13856,Fetching transaction batches during ACID streaming against Hive Metastore using Oracle DB fails,Closed,"1.3.0, 2.1.0, 2.2.0"
HIVE-13849,Wrong plan for hive.optimize.sort.dynamic.partition=true,Closed,"2.1.0, 2.2.0"
HIVE-13845,Delete beeline/pom.xml.orig,Closed,2.1.0
HIVE-13844,Invalid index handler in org.apache.hadoop.hive.ql.index.HiveIndex class,Closed,2.0.0
HIVE-13841,Orc split generation returns different strategies with cache enabled vs disabled,Closed,2.1.0
HIVE-13840,Orc split generation is reading file footers twice,Closed,2.1.0
HIVE-13837,current_timestamp() output format is different in some cases,Closed,2.0.0
HIVE-13834,Use LinkedHashMap instead of HashMap for LockRequestBuilder to maintain predictable iteration order,Resolved,"1.3.0, 2.1.0"
HIVE-13833,Add an initial delay when starting the heartbeat,Closed,"2.0.0, 2.1.0"
HIVE-13832,Add missing license header to files,Closed,2.1.0
HIVE-13831,Error pushing predicates to HBase storage handler,Closed,2.1.0
HIVE-13829,"Property ""hive.mapjoin.optimized.keys"" does not exist",Resolved,2.0.0
HIVE-13821,OrcSplit groups all delta files together into a single split,Closed,2.1.0
HIVE-13818,Fast Vector MapJoin Long hashtable has to handle all integral types,Closed,2.1.0
HIVE-13813,Add Metrics for the number of Hive operations waiting for compile,Resolved,"1.3.0, 2.0.0"
HIVE-13809,Hybrid Grace Hash Join memory usage estimation didn't take into account the bloom filter size,Closed,"2.0.0, 2.1.0"
HIVE-13784,Hive Metastore start failed on Oracle DB,Closed,2.1.0
HIVE-13779,Fraction of second is lost when you change column from timestamp to string,Resolved,"1.2.1, 2.1.0"
HIVE-13777,NPE is thrown when select table after change column from string to decimal,Resolved,2.1.0
HIVE-13768,Distinct functions don't work properly after hive.map.groupby.sorted is default to true,Resolved,2.0.0
HIVE-13767,Wrong type inferred in Semijoin condition leads to AssertionError,Closed,2.1.0
HIVE-13756,Map failure attempts to delete reducer _temporary directory on multi-query pig query,Closed,"1.2.1, 2.0.0"
HIVE-13754,Fix resource leak in HiveClientCache,Closed,"1.2.1, 2.0.0"
HIVE-13753,Make metastore client thread safe in DbTxnManager,Closed,"1.3.0, 2.1.0"
HIVE-13751,LlapOutputFormatService should have a configurable send buffer size,Closed,2.1.0
HIVE-13744,LLAP IO - add complex types support,Closed,2.2.0
HIVE-13743,Data move codepath is broken with hive (2.1.0-SNAPSHOT),Closed,2.1.0
HIVE-13730,Avoid double spilling the same partition when memory threshold is set very low,Closed,2.1.0
HIVE-13728,TestHBaseSchemaTool fails on master,Closed,2.1.0
HIVE-13725,ACID: Streaming API should synchronize calls when multiple threads use the same endpoint,Closed,"1.2.1, 2.0.0"
HIVE-13720,TestLlapTaskCommunicator fails on master,Closed,2.1.0
HIVE-13719,TestConverters fails on master,Closed,2.1.0
HIVE-13712,LLAP: LlapServiceDriver should package hadoop-metrics2-llapdaemon.properties when available,Closed,2.1.0
HIVE-13705,Insert into table removes existing data,Closed,2.1.0
HIVE-13704,Don't call DistCp.execute() instead of DistCp.run(),Closed,"1.3.0, 2.0.0"
HIVE-13702,TestHiveSessionImpl fails on master,Resolved,2.1.0
HIVE-13701,LLAP: Use different prefix for llap task scheduler metrics,Closed,2.1.0
HIVE-13700,TestHiveOperationType is failing on master,Closed,2.1.0
HIVE-13699,Make JavaDataModel#get thread safe for parallel compilation,Closed,2.0.0
HIVE-13693,Multi-insert query drops Filter before file output when there is a.val <> b.val,Closed,"1.3.0, 2.0.0, 2.1.0"
HIVE-13686,TestRecordReaderImpl is deleting target/tmp causing all the tests after it to fail,Closed,2.1.0
HIVE-13683,Remove erroneously included patch file,Closed,2.1.0
HIVE-13676,Tests failing because metastore doesn't come up,Closed,"1.2.0, 2.0.0"
HIVE-13671,Add PerfLogger to log4j2.properties logger,Closed,2.1.0
HIVE-13665,HS2 memory leak When multiple queries are running with get_json_object,Resolved,"1.1.0, 2.2.0"
HIVE-13645,Beeline needs null-guard around hiveVars and hiveConfVars read,Closed,2.1.0
HIVE-13628,Support for permanent functions - error handling if no restart,Closed,2.1.0
HIVE-13622,WriteSet tracking optimizations,Closed,"1.3.0, 2.1.0"
HIVE-13621,compute stats in certain cases fails with NPE,Closed,"2.0.1, 2.1.0"
HIVE-13619,Bucket map join plan is incorrect,Closed,"2.0.0, 2.1.0"
HIVE-13618,Trailing spaces in partition column will be treated differently,Closed,2.0.0
HIVE-13608,We should provide better error message while constraints with duplicate names are created,Closed,2.0.0
HIVE-13602,TPCH q16 return wrong result when CBO is on,Closed,"1.2.2, 2.0.0"
HIVE-13600,LLAP: Web service selector channel thread is getting completely blocked,Resolved,2.1.0
HIVE-13599,LLAP: Incorrect handling of the preemption queue on finishable state updates,Closed,2.1.0
HIVE-13572,Redundant setting full file status in Hive::copyFiles,Closed,2.1.0
HIVE-13570,Some queries with Union all fail when CBO is off,Closed,2.0.0
HIVE-13563,Hive Streaming does not honor orc.compress.size and orc.stripe.size table properties,Closed,2.1.0
HIVE-13561,HiveServer2 is leaking ClassLoaders when add jar / temporary functions are used,Closed,"1.2.0, 1.2.1, 2.0.0"
HIVE-13553,CTE with upperCase alias throws exception,Closed,2.0.0
HIVE-13542,Missing stats for tables in TPCDS performance regression suite,Closed,2.0.0
HIVE-13540,Casts to numeric types don't seem to work in hplsql,Resolved,2.2.0
HIVE-13533,Remove AST dump,Closed,2.1.0
HIVE-13523,Fix connection leak in ORC RecordReader and refactor for unit testing,Closed,2.0.0
HIVE-13512,Make initializing dag ids in TezWork thread safe for parallel compilation,Closed,2.0.0
HIVE-13510,Dynamic partitioning doesn’t work when remote metastore is used,Closed,2.1.0
HIVE-13494,LLAP: Some metrics from daemon are not exposed to hadoop-metrics2,Closed,"2.0.1, 2.1.0"
HIVE-13488,Restore dag summary when tez exec print summary enabled and in-place updates disabled,Closed,2.1.0
HIVE-13487,Finish time is wrong when perflog is missing SUBMIT_TO_RUNNING,Closed,2.1.0
HIVE-13485,Session id appended to thread name multiple times.,Closed,2.1.0
HIVE-13463,Fix ImportSemanticAnalyzer to allow for different src/dst filesystems,Closed,2.0.0
HIVE-13458,Heartbeater doesn't fail query when heartbeat fails,Closed,2.1.0
HIVE-13456,JDBC: fix Statement.cancel,Resolved,"1.2.1, 2.0.0"
HIVE-13452,StatsOptimizer should return no rows on empty table with group by,Resolved,"1.0.0, 1.1.0, 1.2.0, 2.0.0, 2.1.0"
HIVE-13440,remove hiveserver1 scripts and thrift generated files,Closed,"1.2.1, 2.0.0"
HIVE-13439,JDBC: provide a way to retrieve GUID to query Yarn ATS,Closed,"1.2.1, 2.0.0"
HIVE-13438,Add a service check script for llap,Closed,2.1.0
HIVE-13434,BaseSemanticAnalyzer.unescapeSQLString doesn't unescape \u0000 style character literals.,Closed,2.1.0
HIVE-13428,ZK SM in LLAP should have unique paths per cluster,Closed,2.0.0
HIVE-13423,Handle the overflow case for decimal datatype for sum(),Closed,2.0.0
HIVE-13410,PerfLog metrics scopes not closed if there are exceptions on HS2,Closed,2.0.0
HIVE-13408,Issue appending HIVE_QUERY_ID without checking if the prefix already exists,Resolved,2.0.0
HIVE-13405,Fix Connection Leak in OrcRawRecordMerger,Closed,2.0.0
HIVE-13396,LLAP: Include hadoop-metrics2.properties file LlapServiceDriver,Closed,2.1.0
HIVE-13395,Lost Update problem in ACID,Closed,"1.2.0, 2.0.0"
HIVE-13394,Analyze table fails in tez on empty partitions/files/tables,Closed,"1.2.1, 2.0.0"
HIVE-13390,HiveServer2: Add more test to ZK service discovery using MiniHS2,Closed,"1.2.1, 2.0.0"
HIVE-13388,Fix inconsistent content due to Thrift changes,Closed,2.1.0
HIVE-13383,RetryingMetaStoreClient retries non retriable embedded metastore client ,Closed,"2.0.0, 2.1.0"
HIVE-13381,Timestamp & date should have precedence in type hierarchy than string group,Closed,"1.0.0, 1.1.0, 1.2.0, 2.0.0"
HIVE-13373,Use most specific type for numerical constants,Closed,"1.0.0, 1.1.0, 1.2.0, 2.0.0"
HIVE-13361,Orc concatenation should enforce the compression buffer size,Closed,"1.3.0, 2.0.0, 2.1.0"
HIVE-13343,Need to disable hybrid grace hash join in llap mode except for dynamically partitioned hash join,Closed,2.1.0
HIVE-13342,Improve logging in llap decider and throw exception in case llap mode is all but we cannot run in llap.,Closed,2.1.0
HIVE-13335,tune TxnHandler.performTimeOuts() batch size,Resolved,"1.3.0, 2.0.0"
HIVE-13333,StatsOptimizer throws ClassCastException,Closed,2.0.0
HIVE-13330,ORC vectorized string dictionary reader does not differentiate null vs empty string dictionary,Closed,"1.3.0, 2.0.0, 2.1.0"
HIVE-13327,SessionID added to HS2 threadname does not trim spaces,Closed,2.1.0
HIVE-13326,HiveServer2: Make ZK config publishing configurable,Closed,2.0.0
HIVE-13325,Excessive logging when ORC PPD fails type conversions,Closed,"1.3.0, 2.1.0"
HIVE-13320,Apply HIVE-11544 to explicit conversions as well as implicit ones,Closed,"1.2.1, 1.3.0, 2.0.0, 2.1.0"
HIVE-13300,Hive on spark throws exception for multi-insert with join,Closed,2.0.0
HIVE-13299,Column Names trimmed of leading and trailing spaces,Closed,2.0.0
HIVE-13293,Cache RDD to improve parallel order by performance for HoS,Closed,2.0.0
HIVE-13291,ORC BI Split strategy should consider block size instead of file size,Closed,2.1.0
HIVE-13287,Add logic to estimate stats for IN operator,Closed,2.1.0
HIVE-13286,Query ID is being reused across queries,Closed,2.0.0
HIVE-13285,Orc concatenation may drop old files from moving to final path,Closed,"0.14.0, 1.0.0, 1.1.0, 1.2.0, 1.3.0, 2.0.0, 2.1.0"
HIVE-13284,Make ORC Reader resilient to 0 length files,Resolved,2.1.0
HIVE-13280,Error when more than 1 mapper for HBase storage handler,Resolved,2.0.0
HIVE-13269,Simplify comparison expressions using column stats,Closed,2.1.0
HIVE-13267,Vectorization: Add SelectLikeStringColScalar for non-filter operations,Closed,2.1.0
HIVE-13264,JDBC driver makes 2 Open Session Calls for every open session,Closed,"1.2.1, 2.0.1"
HIVE-13262,LLAP: Remove log levels from DebugUtils,Closed,2.1.0
HIVE-13261,Can not compute column stats for partition when schema evolves,Closed,"1.0.0, 1.1.0, 2.0.0"
HIVE-13260,ReduceSinkDeDuplication throws exception when pRS key is empty,Closed,2.0.0
HIVE-13258,LLAP: Add hdfs bytes read and spilled bytes to tez print summary,Closed,2.1.0
HIVE-13256,LLAP: RowGroup counter is wrong,Resolved,2.1.0
HIVE-13255,FloatTreeReader.nextVector is expensive ,Closed,2.1.0
HIVE-13251,hive can't read the decimal in AVRO file generated from previous version,Closed,2.1.0
HIVE-13246,Add log line to ORC writer to print out the file path,Closed,2.1.0
HIVE-13245,VectorDeserializeRow throws IndexOutOfBoundsException,Resolved,2.1.0
HIVE-13242,DISTINCT keyword is dropped by the parser for windowing,Closed,2.1.0
HIVE-13240,GroupByOperator: Drop the hash aggregates when closing operator,Closed,"1.2.1, 1.3.0, 2.0.0"
HIVE-13236,LLAP: token renewal interval needs to be set,Closed,2.0.0
HIVE-13235,Insert from select generates incorrect result when hive.optimize.constant.propagation is on,Resolved,2.0.0
HIVE-13233,Use min and max values to estimate better stats for comparison operators,Closed,2.1.0
HIVE-13227,LLAP: Change daemon initialization logs from INFO to WARN,Closed,2.1.0
HIVE-13225,LLAP: Stripe metadata cache holds unreachable keys ,Resolved,"2.0.0, 2.1.0"
HIVE-13223,HoS  may hang for queries that run on 0 splits ,Closed,2.1.0
HIVE-13217,Replication for HoS mapjoin small file needs to respect dfs.replication.max,Closed,"1.2.1, 2.0.0"
HIVE-13216,ORC Reader will leave file open until GC when opening a malformed ORC file,Closed,"1.2.0, 1.2.1, 2.0.0"
HIVE-13210,Revert changes in HIVE-12994 related to metastore,Closed,2.1.0
HIVE-13209,metastore get_delegation_token fails with null ip address,Closed,2.1.0
HIVE-13201,Compaction shouldn't be allowed on non-ACID table,Closed,2.0.0
HIVE-13200,Aggregation functions returning empty rows on partitioned columns,Closed,"1.0.0, 2.0.0"
HIVE-13199,NDC stopped working in LLAP logging,Closed,2.1.0
HIVE-13197,Add adapted constprog2.q and constprog_partitioner.q tests back,Closed,"2.0.1, 2.1.0"
HIVE-13191,DummyTable map joins mix up columns between tables,Closed,"2.0.0, 2.1.0"
HIVE-13190,Vectorization: Dummy table row-limits get multiplied 100x accidentally,Resolved,2.1.0
HIVE-13186,ALTER TABLE RENAME should lowercase table name and hdfs location,Closed,2.0.0
HIVE-13185,orc.ReaderImp.ensureOrcFooter() method fails on small text files with IndexOutOfBoundsException,Closed,2.1.0
HIVE-13175,Disallow making external tables transactional,Closed,2.0.0
HIVE-13174,Remove Vectorizer noise in logs,Closed,2.0.0
HIVE-13169,HiveServer2: Support delegation token based connection when using http transport,Closed,"1.2.1, 2.0.0"
HIVE-13163,"ORC MemoryManager thread checks are fatal, should WARN ",Closed,"2.0.0, 2.1.0"
HIVE-13159,TxnHandler should support datanucleus.connectionPoolingType = None,Closed,2.0.0
HIVE-13153,SessionID is appended to thread name twice,Closed,2.1.0
HIVE-13151,Clean up UGI objects in FileSystem cache for transactions,Closed,2.0.0
HIVE-13144,HS2 can leak ZK ACL objects when curator retries to create the persistent ephemeral node,Closed,"1.2.1, 2.0.0"
HIVE-13141,"Hive on Spark over HBase should accept parameters starting with ""zookeeper.znode""",Closed,"1.2.0, 2.0.0"
HIVE-13135,LLAP: HTTPS Webservices needs trusted keystore configs,Closed,2.1.0
HIVE-13134,JDBC: JDBC Standalone should not be in the lib dir by default,Closed,"2.0.0, 2.0.1, 2.1.0"
HIVE-13128,NullScan fails on a secure setup,Closed,2.1.0
HIVE-13126,Clean up MapJoinOperator properly to avoid object cache reuse with unintentional states,Closed,2.0.0
HIVE-13119,java.io.IOException: java.io.IOException: ORC does not support type conversion from CHAR to VARCHAR (due to Schema Evolution HIVE-11981),Resolved,2.1.0
HIVE-13110,LLAP: Package log4j2 jars into Slider pkg,Closed,2.1.0
HIVE-13109,NPE: Fix NDV estimator use within the StatsOptimizer,Resolved,2.1.0
HIVE-13108,Operators: SORT BY randomness is not safe with network partitions,Closed,"1.2.1, 1.3.0, 2.0.0, 2.0.1"
HIVE-13105,LLAP token hashCode and equals methods are incorrect,Closed,2.0.0
HIVE-13101,NullPointerException in HiveLexer.g,Closed,2.0.0
HIVE-13100,Revert HIVE-13015 that bundles log4j2 jars in hive-exec.jar,Closed,2.1.0
HIVE-13096,Cost to choose side table in MapJoin conversion based on cumulative cardinality,Closed,"2.0.0, 2.1.0"
HIVE-13094,CBO: Assertion error  in Case expression,Closed,"2.0.0, 2.1.0"
HIVE-13089,Rounding in Stats for equality expressions,Closed,2.1.0
HIVE-13087,LLAP: Print STW pause time and useful application time,Closed,2.1.0
HIVE-13086,LLAP: Programmatically initialize log4j2 to print out the properties location,Closed,2.1.0
HIVE-13083,Writing HiveDecimal to ORC can wrongly suppress present stream,Closed,"0.13.0, 0.14.0, 1.0.0, 1.1.0, 1.2.0, 1.3.0, 2.0.0, 2.1.0"
HIVE-13082,Enable constant propagation optimization in query with left semi join,Closed,2.0.0
HIVE-13079,LLAP: Allow reading log4j properties from default JAR resources,Closed,2.1.0
HIVE-13077,LLAP: Scrub daemon-site.xml from client configs,Closed,2.1.0
HIVE-13071,Impossible cast from LongColumnVector to TimestampColumnVector in VectorColumnAssignFactory.buildObjectAssign method,Resolved,2.0.0
HIVE-13070,"Precommit HMS tests should run in addition to precommit normal tests, not instead of",Closed,2.1.0
HIVE-13065,Hive throws NPE when writing map type data to a HBase backed table,Closed,"1.1.0, 2.0.0"
HIVE-13062,Hive metastore test failing,Closed,"2.0.0, 2.1.0"
HIVE-13042,OrcFiledump runs into an ArrayIndexOutOfBoundsException when running against old versions of ORC files,Closed,"1.3.0, 2.0.0, 2.1.0"
HIVE-13039,BETWEEN predicate is not functioning correctly with predicate pushdown on Parquet table,Closed,"1.2.1, 2.0.0"
HIVE-13036,Split hive.root.logger separately to make it compatible with log4j1.x (for remaining services),Closed,"2.0.0, 2.1.0"
HIVE-13032,Hive services need HADOOP_CLIENT_OPTS for proper log4j2 initialization,Closed,"2.0.0, 2.1.0"
HIVE-13024,schematool does not log anywhere,Closed,2.0.0
HIVE-13023,"Unable to create tables using ""STORED AS""",Resolved,2.0.0
HIVE-13016,ORC FileDump recovery utility fails in Windows,Closed,"1.3.0, 2.1.0"
HIVE-13015,Bundle Log4j2 jars with hive-exec,Closed,2.1.0
HIVE-13000,Hive returns useless parsing error ,Closed,"0.13.0, 1.0.0, 1.2.1, 2.2.0"
HIVE-12999,Tez: Vertex creation reduce NN IPCs,Closed,"1.2.0, 1.3.0, 2.0.0, 2.1.0"
HIVE-12996,Temp tables shouldn't be locked,Closed,2.0.0
HIVE-12995,LLAP: Synthetic file ids need collision checks,Closed,2.1.0
HIVE-12993,user and password supplied from URL is overwritten by the empty user and password of the JDBC connection string when it's calling from beeline,Closed,"2.0.0, 2.1.0"
HIVE-12992,Hive on tez: Bucket map join plan is incorrect,Closed,"1.2.1, 2.0.0"
HIVE-12990,LLAP: ORC cache NPE without FileID support,Closed,2.1.0
HIVE-12981,ThriftCLIService uses incompatible getShortName() implementation,Closed,"1.2.1, 2.0.0"
HIVE-12980,MetaStoreDirectSql determineDbType detects MS SQL as DB.OTHER,Resolved,2.1.0
HIVE-12964,"TestOperationLoggingAPIWithMr,TestOperationLoggingAPIWithTez fail on branch-2.0 (with Java 7, at least)",Closed,"2.0.0, 2.1.0"
HIVE-12947,SMB join in tez has ClassCastException when container reuse is on,Closed,2.0.0
HIVE-12945,Bucket pruning: bucketing for -ve hashcodes have historical issues,Closed,2.0.0
HIVE-12937,DbNotificationListener unable to clean up old notification events,Closed,"1.2.1, 1.3.0, 2.0.0, 2.1.0"
HIVE-12933,Beeline will hang when authenticating with PAM when libjpam.so is missing,Closed,"2.0.0, 2.1.0"
HIVE-12931,Shuffle tokens stay around forever in LLAP,Closed,2.0.0
HIVE-12927,"HBase metastore: sequences should be one per row, not all in one row",Closed,2.0.0
HIVE-12926,Another synchronization issue with tez/llap session pool in hs2,Closed,2.0.0
HIVE-12911,PPD might get exercised even when flag is false if CBO is on,Closed,"2.0.0, 2.1.0"
HIVE-12909,Some encryption q-tests fail because trash is disabled in encryption_with_trash.q,Closed,"1.2.1, 2.0.0"
HIVE-12905,Issue with mapjoin in tez under certain conditions,Closed,"1.0.1, 1.2.1, 2.0.0"
HIVE-12904,LLAP: deadlock in task scheduling,Closed,2.0.0
HIVE-12896,IndexArrayOutOfBoundsException during vectorized map join,Resolved,2.0.0
HIVE-12893,Sorted dynamic partition does not work if subset of partition columns are constant folded,Closed,"1.3.0, 2.0.0"
HIVE-12881,Count() function over partitions doesn't work properly with ORDER BY ,Resolved,2.1.0
HIVE-12879,RowResolver of Semijoin not updated in CalcitePlanner,Closed,"2.0.0, 2.1.0"
HIVE-12864,StackOverflowError parsing queries with very large predicates,Closed,"2.0.0, 2.1.0"
